ID,ROK,KOLOR,NAZWA WINA,POCHODZENIE,SZCZEP,BECZKA,OPIS,ALK.,POJ.,CENA NETTO,IMAGES,KRAJ,
NO.07,21,Czerwone,Privada Bodega Norton (Estate Reserve),Lujan de Cuyo Mendoza - Argentyna,"Malbec, Merlot, Cabernet Sauvignon",16 miesięcy,"Wino wytrawne. Nazwa „Privada” odnosi się do prywatnej „Reserve” rodziny Swarovskich. Wino dojrzewa 16 miesięcy w nowej francuskiej dębowej beczce, a następnie 12 miesięcy w butelce. W nosie wyczuwalna paleta aromatów dojrzałych owoców z elementami dymu oraz kawy. NAGRODY - 97 pkt Decanter, 94 pkt Tim Atkin, 93 pkt Wine&Spirits, 93 pkt James Suckling, 92 pkt Wine Spectator, 90 pkt, Wine Enthusiast, Gold Trophy - Decanter, Smatr Buy - Wine Spectator, Gold Medal - Argentina Wine Awards. 95 pkt IWC Awards 2023.","14,5",75cl,"139,00",NO.07.png,Argentyna,Otwórz plik
NO.02,23,Białe,Lo Tengo Torrontes,Mendoza - Argentyna,Torrontes,,"Wino wytrawne. Złota barwa z zielonkawymi niuansami. Przyjemne, owocowo-kwiatowe aromaty jabłka, cytryny, róży i jaśminu. Dobrze zbalansowana kwasowość. Krągłe i świeże zakończenie. [NAGRODY] - 86 pkt - Wine&Spirits, 85 pkt - Wine Spectator, 84 pkt - Wine Enthusiast.",13,75cl,"29,90",NO.02.png,Argentyna,Otwórz plik
NO.01,23,Czerwone,Lo Tengo Malbec,Mendoza - Argentyna,Malbec,,"Wino wytrawne. Rubinowa barwa z fioletowymi refleksami. Orzeźwiające aromaty owoców, cynamonu, wiśni, truskawek i suszonych śliwek. Bardzo atrakcyjne, aksamitne w ustach. Świeży i przyjemny finisz. [NAGRODY] - 88 pkt - Wine&Spirits, 87 pkt - Wine Enthusiast, 84 pkt - Wine Spectator.","13,5",75cl,"29,90",NO.01.png,Argentyna,Otwórz plik
NO.09,23,Białe,Bodega Norton Cosecha Tardia Dulce Natural Blanco,Mendoza - Argentyna,Chardonnay,,"Wino słodkie. Delikatnie słodkie argentyńskie wino z regionu Luján del Cuyo. Jasnozłota barwa. Przyjemne i świeże aromaty kwiatów oraz brzoskwini. Dobra kwasowość oraz zakończenie. Świetne jako aperitif, do deserów, niebieskich serów oraz suszonych owoców.",12,75cl,"29,90",NO.09.png,Argentyna,Otwórz plik
NO.20,23,Czerwone,Bodega Norton Cosecha Tardia Dulce Natural Tinto,Mendoza - Argentyna,Merlot,,"Wino słodkie. Głęboka czerwona barwa z refleksami fioletu. W aromacie wyczuwalne nuty świeżych malin i innych czerwonych owoców. W ustach elegancka kwasowość równoważąca słodycz wina, subtelność, złożoność i długi finisz. Podawać mocno schłodzone. Idealna pozycja na spotkanie z przyjaciółmi w niezobowiązującej atmosferze. Podawać mocno schłodzone solo lub w towarzystwie deserów, twardych serów i czekolady. Wino na każdą okazję.",12,75cl,"29,90",NO.20.png,Argentyna,Otwórz plik
CR.04,23,Białe,Correntoso Chardonnay,"San Patricio Del Chañar, Patagonia - Argentyna",Chardonnay,,"Wino wytrawne. Jasnozłota barwa z zielonkawymi refleksami. W zapachu orzeźwiające, bardzo owocowe z wyraźnym tchnieniem cytrusowym. Wyczuwalne słodkie aromaty ananasa, brzoskwini oraz subtelne nuty miodu i cytryny. Na podniebieniu treściwe, z dobrze zbilansowaną kwasowością, oddające w długim i świeżym finiszu wrażenie subtelności i elegancji.","12,7",75cl,"45,00",CR.04.png,Argentyna,❌ brak pliku
CR.05,23,Czerwone,Correntoso Pinot Noir,"San Patricio Del Chañar, Patagonia - Argentyna",Pinot Noir,,"Wino wytrawne. Subtelna rubinowa barwa. W zapachu bardzo owocowe i świeże, z wyczuwalnymi mineralnymi nutami oraz aromatem truskawek i wiśni. Wino średnio zbudowane z elegancką kwasowością i wyraźnym finiszem. Idealny towarzysz dań wegetariańskich, jak również mięsnych podawanych z sosami ze słodkawą nutą. Starzenie: 100% w zbiornikach ze stali nierdzewnej.","12,7",75cl,"45,00",CR.05.png,Argentyna,❌ brak pliku
CR.06,22,Czerwone,Correntoso Pinot Noir Single Vineyard,"San Patricio Del Chañar, Patagonia - Argentyna",Pinot Noir,4-6 miesięcy,"Wino wytrawne. Subtelna rubinowa barwa. Aromat z wyczuwalnymi mineralnymi nutami i dojrzałą owocowością, przepełnioną nutą truskawkowej i wiśniowej konfitury. Średnio zbudowane z zbalansowaną kwasowością i długim, eleganckim finiszem. Fermentacja w kontrolowanej temperaturze 20-22 °C, 15 dni maceracji ze skórkami winogron. Starzenie 80% w zbiornikach ze stali nierdzewnej, 20% w dębie francuskim przez 4-6 miesięcy. Wino doskonale komponuje się z większością potraw, ale świetnie smakuje też solo.",13,75cl,"66,00",CR.06.png,Argentyna,❌ brak pliku
VM.02,23,Białe,Villa Maria Private Bin Sauvignon Blanc,Marlborough - Nowa Zelandia,Sauvignon Blanc,,"Wino wytrawne. Winogrona do produkcji tego wina pochodzą z winnic rozmieszczonych w regionie Marlborough. Żywe Sauvignon Blanc atakuje owocowością, dojrzałym agrestem, szparagiem, liściem pomidora, passiflorą, świeżą limonką i aromatami ziół. W ustach intensywne i pełne, z odświeżającą kwasowością. Polecane do białego mięsa, ryb i sałatek z łososiem, pomidorem, fasolą i ziemniakami. [NAGRODY] - 90 pkt Wine Spectator, Smart Buy – Wine Spectator Top 10 - Cuisine, Top 50 - National Post, Silver Medal – NZ Inter. Wine Show, Grand Champion – Old Ebbiit Grill Inter., Wines for Oysters.","12,5",75cl,"59,90",VM.02.png,Nowa Zelandia,❌ brak pliku
VM.22,22,Białe,Villa Maria Blush Sauvignon Blanc,Nowa Zelandia,"Sauvignon Blanc 90%, Merlot 10%",,"Wino wytrawne. Przepiękna, delikatnie różowa barwa („blush” - zarumienione) powstała w kompozycji Sauvignon Blanc z dodatkiem Merlot. Wino przepełnione aromatem i smakiem świeżej marakui i żurawiny. Rewelacyjne jako aperitif oraz wspaniały towarzysz białych mięs, ryb, sałat, warzyw, dań wegańskich.",13,75cl,"59,90",VM.22.png,Nowa Zelandia,❌ brak pliku
VM.01,23,Białe,Villa Maria Private Bin Riesling,Marlborough - Nowa Zelandia,Riesling,,"Wino wytrawne. Czysty delikatnie kwiatowy bukiet z aromatami słodkich cytrusów, limonki oraz świeżych wiosennych kwiatów. Wino w ustach lekkie dające wyraźną limonkę i mandarynkę z wyśmienitą owocową słodyczą. Przyjemnie wyważone, gwarantujące mineralną nutę, dobrą kwasowość i łagodny odświeżający finisz. Idealne do owoców morza i sałatek. [NAGRODY] - Silver Medal – International, Wine Challenge, Champion Riesling – Air New Zealand Awards, Champion Open White Wine - Air New Zealand Awards",12,75cl,"59,90",VM.01.png,Nowa Zelandia,❌ brak pliku
VM.04,21,Czerwone,Villa Maria Private Bin Pinot Noir,Marlborough - Nowa Zelandia,Pinot Noir,,"Wino wytrawne. Pinot Noir z winnic położonych w dolinach Awatere i Wairau w Marlborough. Dojrzewało 9 miesięcy we francuskiej beczce barrique. Bukiet z nutami dojrzałych wiśni oraz owoców jagodowych. W smaku wyraźne, z ziołowymi i korzennymi nutami. Przyjemne, jedwabiste taniny równoważące owocowość i odpowiadające za dobrą strukturę. Wino rekomendowane do jagnięciny, dań kuchni włoskiej oraz delikatnych serów.",13,75cl,"65,00",VM.04.png,Nowa Zelandia,❌ brak pliku
VM.09,19,Czerwone,Villa Maria Private Bin Syrah,Hawkes Bay - Nowa Zelandia,Syrah,,"Wino wytrawne. Złożony nos z wyraźnymi owocami jagodowymi, fiołkiem i nutami pieprzu. W smaku przywołujące śliwkę, przyprawy, leśne zioła, zakończone miękkimi taninami. Wino polecane do czerwonego mięsa, dziczyzny oraz serów. [NAGRODY] ***** Winestate, Silver Medal – The New, Zealand International, Wine Show, Top 100 – Liquorland.",13,75cl,"65,00",VM.09.png,Nowa Zelandia,❌ brak pliku
VM.18,20,Białe,Villa Maria Reserve Chardonnay,Hawkes Bay - Nowa Zelandia,Chardonnay,,"Wino wytrawne. Wino o aromatach owoców pestkowych, kwiatów, biszkoptów oraz orzechów laskowych. Dzięki fermentacji w beczce wino charakteryzuje się równowagą między owocowością a kwasowością, trwałością i finezyjnym stylem.","13,5",75cl,"79,00",VM.18.png,Nowa Zelandia,❌ brak pliku
VM.19,18,Czerwone,Villa Maria Reserve Pinot Noir,Marlborough - Nowa Zelandia,Pinot Noir,14 miesięcy,"Wino wytrawne. Nos bogaty z aromatami wiśni, czereśni, leśnych owoców oraz przypraw. W smaku złożone, z krągłymi taninami i średnią kwasowością. Do produkcji wykorzystywane są wyłącznie winogrona z ręcznego zbioru. Dojrzewało w beczce około 14 miesięcy.","12,5",75cl,"96,00",VM.19.png,Nowa Zelandia,❌ brak pliku
VM.12,21,Białe,Villa Maria Single Vineyard Taylors Pass Sauvignon Blanc,Marlborough Taylors Pass - Nowa Zelandia,Sauvignon Blanc,,"Wino wytrawne. Wino z organicznej winnicy położonej na południowym stoku wzgórza, ponad rzeką Awatere. Wyraźne aromaty limonki oraz marakui przeplecione nutami zielonego groszku i agrestu. To wino zachwyci każdego.","12,5",75cl,"88,00",VM.12.png,Nowa Zelandia,❌ brak pliku
VM.11,19,Czerwone,Villa Maria Single Vineyard Seddon Pinot Noir,Marlborough Seddon - Nowa Zelandia,Pinot Noir,14 miesięcy,"Wino wytrawne. Bukiet dojrzałych wiśni i innych czerwonych owoców oraz kwiatów. Wino eleganckie, ułożone, aksamitne dzięki fermentacji malolaktycznej i 14 miesięcy spędzonych we francuskim dębie. [NAGRODY] - Gold Medal – New Zealand, International Wine Show, Pure Gold – Air New Zealand Wine Awards.","13,5",75cl,"138,00",VM.11.png,Nowa Zelandia,❌ brak pliku
VM.21,18,Białe,Villa Maria Cellar Selection Riesling,Marlborough - Nowa Zelandia,Riesling,,"Wino wytrawne. Orzeźwiające wino z linii Cellar Selection z Doliny Wairau w Marlborough. W nosie przyjemne aromaty limonki, grejpfruta oraz wiosennych kwiatów. W smaku pierwsze zetknięcie z wyraźną kwasowością zostaje stopniowo zastąpione posmakiem mandarynki, cytryny, białej brzoskwini oraz mineralno-grafitowymi nutami. Rekomendowane do białego mięsa, sałatek, owoców morza, ryb. Kwasowość 8,5g/l, cukier resztkowy 7,5 g/l.",12,75cl,"66,00",VM.21.png,Nowa Zelandia,❌ brak pliku
VM.25,21,Białe,Villa Maria Earth Garden Sauvignon Blanc ORGANIC,Marlborough - Nowa Zelandia,Sauvignon Blanc,,"Wino wytrawne. Orzeźwiające, owocowe Sauvignon Blanc z organicznej winnicy w regionie Marlborough. Przepełnione aromatami limonki, grejpfruta oraz innych owoców cytrusowych. Na podniebieniu wyczuwalne wyraźnie świeże zioła, trawa cytrynowa i marakuja. Intensywna koncentracja owoców jest zrównoważona rześką kwasowością, która doskonale gasi pragnienie. Wino będzie wspaniałym dodatkiem do lekkich sałatek ze świeżych warzyw i owoców, szczególnie polecane z roszponką, pomarańczą, fasolką szparagową czy wędzonym pstrągiem.","13,5",75cl,"66,00",VM.25.png,Nowa Zelandia,❌ brak pliku
VM.24,20,Czerwone,Villa Maria Earth Garden Pinot Noir ORGANIC,Marlborough - Nowa Zelandia,Pinot Noir,,"Wino wytrawne. Earth Garden Pinot Noir to wspaniałe wino ekologiczne z regionu Marlborough. Między rzędami organicznie uprawianej winnicy rosną dzikie trawy, zioła i kwiaty. Wino zachwyca wyraźnymi aromatami owoców leśnych oraz subtelnymi nutami kwiatowymi. W smaku wyczuwalne kakao oraz przydymione nuty tostowe. Polecane z jagnięciną czy policzkami wołowymi. Znakomite również w połączeniu z daniami z dodatkiem trufli czy innymi grzybami podkreślającymi ziemisty charakter wina.","13,5",75cl,"76,00",VM.24.png,Nowa Zelandia,❌ brak pliku
VM.27,23,Białe,Thornbury Sauvignon Blanc,Marlborough - Nowa Zelandia,Sauvignon Blanc,,"Wino wytrawne. Pełne aromatów owoców tropikalnych, takich jak marakuja i grejpfrut, obok świeżych smaków czarnej porzeczki i ziół. Wyraziste, wypełniające usta wino o długim, orzeźwiającym finiszu. Wino dojrzewało na osadzie w tankach ze stali nierdzewnej. Idealne jako aperitif lub ze świeżymi owocami morza, takimi jak małże czy ostrygi.","12,5",75cl,"44,00",VM.27.png,Nowa Zelandia,❌ brak pliku
BL.01,21,Białe,Boundary Line Chardonnay,South East Australia - Australia,Chardonnay,,"Wino wytrawne. Winogrona fermentowane na zimno w zbiornikach ze stali nierdzewnej w celu zachowania świeżych owocowych aromatów. Subtelne zastosowanie dębu w winifikacji nadało winu złożoności i delikatnej kremowości równoważącej skoncentrowane owocowe aromaty cytrusów i melona. W ustach rześkie, z akcentem jabłka, gruszki, melona, z cytrusowymi, egzotycznymi nutami. Wino idealne do miękkich oraz półtwardych serów, ryb, owoców morza, sałat, dań z białym mięsem i jasnymi sosami.","12,5",75cl,"33,00",BL.01.png,Australia,Otwórz plik
BL.02,20,Czerwone,Boundary Line Shiraz,South East Australia - Australia,Shiraz,,"Wino wytrawne. Winogrona z regionu Riverina, zebrane w optymalnej dojrzałości i poddane fermentacji w zbiornikach ze stali nierdzewnej w kontrolowanej temperaturze celem zachowania świeżych owocowych aromatów. Nos z subtelnymi nutami wanilii, białego pieprzu oraz czerwonych owoców. W ustach wino średnio zbudowane, soczyste, świeże, z akcentami mięty i dojrzałych, likierowych owoców śliwki i wiśni.",14,75cl,"33,00",BL.02.png,Australia,Otwórz plik
CO.23,21,Białe,Francis Coppola Rosso Bianco Chardonnay,California - USA,100% Chardonnay,,"Wino wytrawne. Chardonnay Rosso & Bianco od Francisa Forda Coppoli charakteryzuje się bogatą żółtą barwą. Nos rozpieszczają nuty świeżej mieszanki owoców tropikalnych, chrupiącego jabłka i delikatnej wanilii. Dzięki fermentacji i leżakowaniu w zbiornikach ze stali nierdzewnej to amerykańskie białe wino zyskuje swój świeży styl i wyraziste aromaty owocowe. Na podniebieniu kalifornijskie białe wino prezentuje soczystą gruszkę, świeży ananas i mandarynkę. Osobowość charakteryzuje się jedwabistą konsystencją, zachwycającymi owocowymi aromatami i świeżą kwasowością. Rozkoszuj się białym winem z Kalifornii ze świeżym sushi, sashimi, lekkim, białym mięsem w kremowym sosie bądź daniami rybnymi. Nagrody dla Rosso & Bianco Chardonnay: Towarzystwo Orange County: Złoto 2016 Los Angeles IWSC: srebro i 88 punktów za rok 2016","13,5",75cl,"56,00",CO.23.png,USA,Otwórz plik
CO.22,22,Czerwone,Francis Coppola Rosso Bianco Cabernet Sauvignon,California - USA,88.5% Cabernet Sauvignon 2% Petite Sirah 9.5% Inne,50%/12 miesięcy,"Wino wytrawne. Rosso & Bianco Cabernet Sauvignon od Francisa Forda Coppoli to bogata kombinacja owoców i przypraw. Aromaty wanilii, czarnej wiśni i pieprzu mieszają się z bogatymi aromatami wanilii, tostów, fiołków, anyżu i karmelu. Średnia, zrównoważona kwasowość i garbniki harmonizują te składniki, tworząc wyjątkowe i niezapomniane Cabernet Sauvignon. Część wina dojrzewała 12 miesięcy w beczce z dębu francuskiego i amerykańskiego. Wino dobrze zbalansowane z miękkimi taninami, polecane do grillowanego mięsa, gulaszu i kremowych dań z makaronu.","13,5",75cl,"56,00",CO.22.png,USA,Otwórz plik
CO.21,22,Białe,Francis Coppola Diamond Collection Chardonnay,California - USA,Chardonnay,10 miesięcy,"Wino wytrawne. Diamond Series Chardonnay to bogate, owocowe, krągłe, świeże wino, pochodzące z winnic zlokalizowanych w Kalifornii. W nosie jak i w ustach wyczuwalny ananas, brzoskwinia, limonka, jabłko oraz melon. Idealny partner do kurczaka, owoców morza czy owocowych deserów.","13,5",75cl,"99,00",CO.21.png,USA,Otwórz plik
CO.03,21,Czerwone,Francis Coppola Diamond Collection Red Label Zinfandel,California - USA,76% Zinfandel 23% Petite Sirah 1% Syrah,10 miesięcy,"Wino wytrawne. Wino otrzymane z gron pochodzących z różnych apelacji Kalifornii, które różnią się rodzajem gleby i metodą upraw. Wino dojrzewało 12 miesięcy we francuskim dębie. Nos z kuszącymi aromatami malin, truskawek, z niuansami tostu i dębu. W smaku solidne, dojrzałe taniny, doskonale komponujące się z dżemową naturą odmiany Zinfandel (jeżyna, śliwka, ale również pieprz i goździki). Znakomite do jagnięciny, żeberek z grilla, risotto. [NAGRODY] * Connoisseur’s Guide California, Bronze Medal – IWSC, Best Buy – Consumer Reports.","14,5",75cl,"99,00",CO.03.png,USA,Otwórz plik
CO.05,20,Czerwone,Francis Coppola Diamond Collection Black Label Claret Cabernet Sauvignon,California - USA,"78% Cabernet Sauvignon, 14% Petit Verdot, 5% Merlot, 3% Cabernet Franc",14 miesięcy,"Wino wytrawne. Claret to termin oryginalnie wymyślony przez Brytyjczyków do opisania win otrzymanych na bazie Cabernet Sauvignon takich jak Bordeaux lub tych wyprodukowanych w podobnym stylu. W smaku oddaje jeżyny, wiśnie i espresso, natomiast nos to aromaty śliwki, porzeczki oraz nuty dymu tytoniowego. Wino rekomendowane przede wszystkim do wołowiny, grillowanej jagnięciny oraz makaronu fettuccini. [NAGRODY] - 90 pkt Wine Enthusiast, Silver Medal – San Francisco, Chronicle Wine Competition, Outstanding Gold – IWSC, Bronze Medal – IWSC.","13,5",75cl,"117,00",CO.05.png,USA,Otwórz plik
CC.07,23,Białe,PET-NAT White Natural sparkling Wine Zavec,Štajerska Slovenija/Haloze - Słowenia,"50% Chardonnay, 30% Welschriesling, 20% Sauvignon blanc",,"Wino wytrawne. Musujące wino wytrawne. Wino pétillant-naturel - bez wtórnej fermentacji, butelkowane jeszcze przed zakończeniem fermentacji pierwotnej, bez usuwania osadu drożdżowego. Winogrona zbierane ręcznie. Wino dojrzewało na osadzie w butelce. W nosie jak i w ustach przywołujące skojarzenie dojrzałego jabłka, gruszki, pomelo, pomarańczy i truskawki. W ustach wyczuwalna soczysta kwasowość z długim, słonym, mineralnym finiszem. Serwować w temperaturze 5-6 °C.",12,75cl,"55,00",CC.07.png,Słowenia,Otwórz plik
CC.08,22,Pomarańczowe,LOST & FOUND Skin Contact Orange Wine Zavec,Štajerska Slovenija/Haloze - Słowenia,"50% Chardonnay, 40% Welschriesling, 10% Sauvignon blanc",12 miesięcy,"Wino wytrawne. Winogrona zbierane ręcznie. Maceracja na zimno przez 48 godzin, następnie fermentacja spontaniczna ze skórkami winogron oraz fermentacja malolaktyczna. Wino dojrzewało w beczkach barrique i toneaux przez 12 miesięcy. W kieliszku o głęboko bursztynowo-pomarańczowej barwie. W nosie wyraźne aromaty jabłka, kandyzowanych owoców, skórki pomarańczy, suszonej śliwki i moreli. W ustach o dobrej strukturze i średniej kwasowości. Podawać z całą gamą dań kuchni wegeteriańskiej oraz wegańskiej. Wspaniale z wszelkiego rodzaju kaszami oraz roślinami strączkowymi. Serwować w temperaturze 10-12 °C.",13,75cl,"55,00",CC.08.png,Słowenia,Otwórz plik
CC.09,22,Białe,FURMINT Skin Contact Barrel Fermented Zavec,Štajerska Slovenija/Haloze - Słowenia,Furmint,6 miesięcy,"Wino wytrawne. Jasny, żółto-złoty kolor z zielonymi refleksami. Winogrona zbierane ręcznie. Wino niefiltrowane, dojrzewało na osadzie w beczkach barrique przez 6 miesięcy. Nos aromatyczny, bogaty w nuty mineralne oraz cytrusowe, z zaznaczonym jabłkiem, sianem i lekką nutą pieprzu. W ustach niezwykle świeże, rześkie, o średniej kwasowości, krągłe, z wyczuwalną przyjemną nutą mineralną. Podawać z rybami, drobiem czy pikantnymi potrawami. Serwować w temperaturze 8-10 °C.",13,75cl,"55,00",CC.09.png,Słowenia,Otwórz plik
